Character,Vehicle,Tire,Glider,Speed_Land,Speed_Anti-G,Speed_Water,Speed_Gliding,Accel,Weight,Handling_Land,Handling_Anti-G,Handling_Water,Handling_Gliding,Traction,M-turbo,Invincib
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,3.5,3.75,4.25,4.5,3.0,4.0,3.75,3.75,3.75,3.5,4.75,2.0
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,3.5,3.75,4.0,4.75,2.75,4.0,3.75,3.75,4.0,3.5,5.0,1.75
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.5,4.5,3.75,3.75,3.75,3.0,4.0,3.75,3.5,4.0,3.0,4.25,3.0
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.75,4.5,3.5,4.0,3.5,3.5,4.0,3.5,3.75,3.75,2.75,4.0,3.25
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.5,4.5,3.5,3.75,3.75,3.25,4.0,3.5,3.75,4.0,2.75,4.25,3.0
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,4.0,3.75,3.75,4.5,2.5,3.75,4.0,3.25,3.5,3.5,4.75,2.5
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,4.0,3.5,3.75,4.5,2.75,3.75,3.75,3.5,3.5,3.25,4.75,2.5
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.75,3.75,4.25,3.75,3.75,3.5,3.25,3.5,2.75,3.25,4.25,4.0,3.5
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.5,4.0,4.25,3.5,4.0,3.25,3.25,3.5,2.75,3.5,4.25,4.25,3.25
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.75,4.0,4.0,3.75,3.75,3.75,3.25,3.25,3.0,3.25,4.0,4.0,3.5
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.5,4.0,4.0,3.5,4.0,3.5,3.25,3.25,3.0,3.5,4.0,4.25,3.25
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Cushion,Super Glider / Waddle Wing / Hylian Kite,3.25,3.5,3.5,4.5,4.0,3.0,3.5,3.5,2.75,3.5,4.25,4.5,3.5
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,3.75,3.5,4.25,4.25,2.75,3.5,3.5,2.75,3.75,4.25,4.75,3.25
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,3.75,3.25,4.5,4.0,3.25,3.5,3.25,3.0,3.5,4.0,4.5,3.5
Rosalina / King Boo / Link (both outfits) / Pauline,Biddybuggy / Mr Scooty,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,3.75,3.25,4.25,4.25,3.0,3.5,3.25,3.0,3.75,4.0,4.75,3.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,4.0,3.25,5.0,4.5,3.75,3.25,3.5,3.0,3.5,3.25,4.5,4.0,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.75,3.5,5.0,4.25,4.0,3.0,3.5,3.0,3.5,3.5,4.5,4.25,3.75
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.0,3.5,4.75,4.5,3.75,3.5,3.5,2.75,3.75,3.25,4.25,4.0,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.75,3.5,4.75,4.25,4.0,3.25,3.5,2.75,3.75,3.5,4.25,4.25,3.75
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Monster / Hot Monster,Super Glider / Waddle Wing / Hylian Kite,4.25,3.25,4.75,4.0,3.25,3.75,2.75,2.25,3.0,2.75,5.0,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Monster / Hot Monster,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.0,3.5,4.75,3.75,3.5,3.5,2.75,2.25,3.0,3.0,5.0,4.0,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.25,3.5,4.5,4.0,3.25,4.0,2.75,2.0,3.25,2.75,4.75,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,4.0,3.5,4.5,3.75,3.5,3.75,2.75,2.0,3.25,3.0,4.75,4.0,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,3.5,2.75,5.0,4.5,4.25,2.75,3.75,3.25,3.75,3.5,4.25,4.5,2.75
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.25,3.0,5.0,4.25,4.5,2.5,3.75,3.25,3.75,3.75,4.25,4.75,2.5
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,3.0,4.75,4.5,4.25,3.0,3.75,3.0,4.0,3.5,4.0,4.5,2.75
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.25,3.0,4.75,4.25,4.5,2.75,3.75,3.0,4.0,3.75,4.0,4.75,2.5
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,4.25,3.75,4.75,4.25,3.25,3.25,3.75,3.0,3.75,3.5,3.5,3.75,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.0,4.0,4.75,4.0,3.5,3.0,3.75,3.0,3.75,3.75,3.5,4.0,3.75
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.25,4.0,4.5,4.25,3.25,3.5,3.75,2.75,4.0,3.5,3.25,3.75,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,4.0,4.0,4.5,4.0,3.5,3.25,3.75,2.75,4.0,3.75,3.25,4.0,3.75
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Slick / Cyber Slick,Super Glider / Waddle Wing / Hylian Kite,4.5,3.75,4.25,3.75,3.0,3.5,3.25,2.75,2.75,2.75,3.25,3.5,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.5,4.0,4.0,3.75,3.0,3.75,3.25,2.5,3.0,2.75,3.0,3.5,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Metal,Super Glider / Waddle Wing / Hylian Kite,4.5,3.0,5.0,4.25,2.75,3.75,3.25,2.5,3.25,2.5,3.75,3.5,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.5,3.25,4.75,4.25,2.75,4.0,3.25,2.25,3.5,2.5,3.5,3.5,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,3.75,3.25,4.75,4.25,4.0,2.75,3.5,3.25,3.5,3.0,4.0,4.25,3.5
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.5,3.5,4.75,4.0,4.25,2.5,3.5,3.25,3.5,3.25,4.0,4.5,3.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.75,3.5,4.5,4.25,4.0,3.0,3.5,3.0,3.75,3.0,3.75,4.25,3.5
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.5,3.5,4.5,4.0,4.25,2.75,3.5,3.0,3.75,3.25,3.75,4.5,3.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,4.25,3.25,5.25,4.0,3.5,3.5,3.0,2.75,3.0,3.0,4.75,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.0,3.5,5.25,3.75,3.75,3.25,3.0,2.75,3.0,3.25,4.75,4.0,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.25,3.5,5.0,4.0,3.5,3.75,3.0,2.5,3.25,3.0,4.5,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,4.0,3.5,5.0,3.75,3.75,3.5,3.0,2.5,3.25,3.25,4.5,4.0,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Cushion,Super Glider / Waddle Wing / Hylian Kite,3.75,3.0,4.5,4.75,3.75,3.0,3.25,2.75,3.0,3.25,4.75,4.25,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.5,3.25,4.5,4.5,4.0,2.75,3.25,2.75,3.0,3.5,4.75,4.5,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.75,3.25,4.25,4.75,3.75,3.25,3.25,2.5,3.25,3.25,4.5,4.25,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Streetle,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.5,3.25,4.25,4.5,4.0,3.0,3.25,2.5,3.25,3.5,4.5,4.5,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,4.5,4.0,4.25,4.75,2.75,3.75,3.25,3.25,2.75,3.0,3.0,3.5,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.25,4.25,4.25,4.5,3.0,3.5,3.25,3.25,2.75,3.25,3.0,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.5,4.25,4.0,4.75,2.75,4.0,3.25,3.0,3.0,3.0,2.75,3.5,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,4.75,4.5,4.0,4.5,2.25,3.75,3.5,3.25,3.0,3.25,2.0,3.25,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.5,4.75,4.0,4.25,2.5,3.5,3.5,3.25,3.0,3.5,2.0,3.5,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.75,4.75,3.75,4.5,2.25,4.0,3.5,3.0,3.25,3.25,1.75,3.25,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Metal,Super Glider / Waddle Wing / Hylian Kite,5.0,3.75,4.25,4.5,1.75,4.25,3.0,2.75,2.5,2.25,2.25,3.0,4.75
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,4.25,4.0,4.0,4.5,3.0,3.25,3.25,3.5,2.75,2.75,2.5,3.75,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,4.75,4.0,4.5,4.25,2.5,4.0,2.75,3.0,2.25,2.75,3.25,3.25,4.75
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.5,4.25,4.5,4.0,2.75,3.75,2.75,3.0,2.25,3.0,3.25,3.5,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.75,4.25,4.25,4.25,2.5,4.25,2.75,2.75,2.5,2.75,3.0,3.25,4.75
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Cushion,Super Glider / Waddle Wing / Hylian Kite,4.25,3.75,3.75,5.0,2.75,3.5,3.0,3.0,2.25,3.0,3.25,3.75,4.75
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.0,4.0,3.75,4.75,3.0,3.25,3.0,3.0,2.25,3.25,3.25,4.0,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,Sneeker,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.25,4.0,3.5,5.0,2.75,3.75,3.0,2.75,2.5,3.0,3.0,3.75,4.75
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,4.0,4.25,4.25,4.75,3.5,3.5,3.5,3.5,3.0,3.25,4.25,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.75,4.5,4.25,4.5,3.75,3.25,3.5,3.5,3.0,3.5,4.25,4.0,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.0,4.5,4.0,4.75,3.5,3.75,3.5,3.25,3.25,3.25,4.0,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.75,4.5,4.0,4.5,3.75,3.5,3.5,3.25,3.25,3.5,4.0,4.0,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Monster / Hot Monster,Super Glider / Waddle Wing / Hylian Kite,4.25,4.25,4.0,4.25,3.0,4.0,2.75,2.75,2.5,2.75,4.75,3.5,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Monster / Hot Monster,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.0,4.5,4.0,4.0,3.25,3.75,2.75,2.75,2.5,3.0,4.75,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.25,4.5,3.75,4.25,3.0,4.25,2.75,2.5,2.75,2.75,4.5,3.5,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,4.0,4.5,3.75,4.0,3.25,4.0,2.75,2.5,2.75,3.0,4.5,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,3.5,3.75,4.25,4.75,4.0,3.0,3.75,3.75,3.25,3.5,4.0,4.25,3.0
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.25,4.0,4.25,4.5,4.25,2.75,3.75,3.75,3.25,3.75,4.0,4.5,2.75
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,4.0,4.0,4.75,4.0,3.25,3.75,3.5,3.5,3.5,3.75,4.25,3.0
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.25,4.0,4.0,4.5,4.25,3.0,3.75,3.5,3.5,3.75,3.75,4.5,2.75
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,4.25,4.75,4.0,4.5,3.0,3.5,3.75,3.5,3.25,3.5,3.25,3.5,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.0,5.0,4.0,4.25,3.25,3.25,3.75,3.5,3.25,3.75,3.25,3.75,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.25,5.0,3.75,4.5,3.0,3.75,3.75,3.25,3.5,3.5,3.0,3.5,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,4.0,5.0,3.75,4.25,3.25,3.5,3.75,3.25,3.5,3.75,3.0,3.75,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slick / Cyber Slick,Super Glider / Waddle Wing / Hylian Kite,4.5,4.75,3.5,4.0,2.75,3.75,3.25,3.25,2.25,2.75,3.0,3.25,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.5,5.0,3.25,4.0,2.75,4.0,3.25,3.0,2.5,2.75,2.75,3.25,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Metal,Super Glider / Waddle Wing / Hylian Kite,4.5,4.0,4.25,4.5,2.5,4.0,3.25,3.0,2.75,2.5,3.5,3.25,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.5,4.25,4.0,4.5,2.5,4.25,3.25,2.75,3.0,2.5,3.25,3.25,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,3.75,4.25,4.0,4.5,3.75,3.0,3.5,3.75,3.0,3.0,3.75,4.0,3.75
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.5,4.5,4.0,4.25,4.0,2.75,3.5,3.75,3.0,3.25,3.75,4.25,3.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.75,4.5,3.75,4.5,3.75,3.25,3.5,3.5,3.25,3.0,3.5,4.0,3.75
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.5,4.5,3.75,4.25,4.0,3.0,3.5,3.5,3.25,3.25,3.5,4.25,3.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,4.25,4.25,4.5,4.25,3.25,3.75,3.0,3.25,2.5,3.0,4.5,3.5,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.0,4.5,4.5,4.0,3.5,3.5,3.0,3.25,2.5,3.25,4.5,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.25,4.5,4.25,4.25,3.25,4.0,3.0,3.0,2.75,3.0,4.25,3.5,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,4.0,4.5,4.25,4.0,3.5,3.75,3.0,3.0,2.75,3.25,4.25,3.75,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Cushion,Super Glider / Waddle Wing / Hylian Kite,3.75,4.0,3.75,5.0,3.5,3.25,3.25,3.25,2.5,3.25,4.5,4.0,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.5,4.25,3.75,4.75,3.75,3.0,3.25,3.25,2.5,3.5,4.5,4.25,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.75,4.25,3.5,5.0,3.5,3.5,3.25,3.0,2.75,3.25,4.25,4.0,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.5,4.25,3.5,4.75,3.75,3.25,3.25,3.0,2.75,3.5,4.25,4.25,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,4.5,4.25,4.25,4.75,3.0,3.25,3.0,3.75,3.0,2.75,3.75,3.5,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.25,4.5,4.25,4.5,3.25,3.0,3.0,3.75,3.0,3.0,3.75,3.75,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.5,4.5,4.0,4.75,3.0,3.5,3.0,3.5,3.25,2.75,3.5,3.5,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,4.25,4.5,4.0,4.5,3.25,3.25,3.0,3.5,3.25,3.0,3.5,3.75,4.0
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,Monster / Hot Monster,Super Glider / Waddle Wing / Hylian Kite,4.75,4.25,4.0,4.25,2.5,3.75,2.25,3.0,2.5,2.25,4.25,3.25,4.5
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,Monster / Hot Monster,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.5,4.5,4.0,4.0,2.75,3.5,2.25,3.0,2.5,2.5,4.25,3.5,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,4.0,3.75,4.25,4.75,3.5,2.75,3.25,4.0,3.25,3.0,3.5,4.0,3.0
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.75,4.0,4.25,4.5,3.75,2.5,3.25,4.0,3.25,3.25,3.5,4.25,2.75
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,4.0,4.0,4.0,4.75,3.5,3.0,3.25,3.75,3.5,3.0,3.25,4.0,3.0
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.75,4.0,4.0,4.5,3.75,2.75,3.25,3.75,3.5,3.25,3.25,4.25,2.75
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,4.75,4.75,4.0,4.5,2.5,3.25,3.25,3.75,3.25,3.0,2.75,3.25,4.25
Rosalina / King Boo / Link (both outfits) / Pauline,Blue Falcon,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,4.5,5.0,4.0,4.25,2.75,3.0,3.25,3.75,3.25,3.25,2.75,3.5,4.0
