Character,Vehicle,Tire,Glider,Speed_Avg,Speed_Min,Accel,Weight,Handling_Avg,Handling_Min,Traction,M-turbo,Invincib
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,4.625,4.25,2.25,4.5,2.0625,1.75,2.75,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5625,4.0,2.5,4.25,2.125,1.75,2.75,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.63,4.25,2.25,4.75,2.0625,2.0,2.5,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.5,4.0,2.5,4.5,2.125,2.0,2.5,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Sponge,Super Glider = Waddle Wing = Hylian Kite,4.4375,3.75,2.5,4.0,2.1875,1.75,2.75,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.375,3.75,2.75,3.75,2.25,1.75,2.75,3.5,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.4375,3.5,2.5,4.25,2.1875,2.0,2.5,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3125,3.5,2.75,4.0,2.25,2.0,2.5,3.5,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Cushion,Super Glider = Waddle Wing = Hylian Kite,4.4375,3.75,2.5,4.0,2.1875,1.75,2.75,3.25,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.375,3.75,2.75,3.75,2.25,1.75,2.75,3.5,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.4375,3.5,2.5,4.25,2.1875,2.0,2.5,3.25,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Circuit Special = B-Dasher = P-Wing,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3125,3.5,2.75,4.0,2.25,2.0,2.5,3.5,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.25,2.25,4.5,2.3125,2.25,3.5,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,4.25,2.5,4.25,2.375,2.25,3.5,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.25,2.25,4.75,2.3125,2.25,3.25,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,4.25,2.5,4.5,2.375,2.25,3.25,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.25,2.25,4.5,2.3125,2.25,3.5,3.0,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,4.25,2.5,4.25,2.375,2.25,3.5,3.25,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.25,2.25,4.75,2.3125,2.25,3.25,3.0,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,4.25,2.5,4.5,2.375,2.25,3.25,3.25,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,4.4375,4.0,1.75,5.0,1.6875,1.5,4.0,2.75,5.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.375,3.75,2.0,4.75,1.75,1.5,4.0,3.0,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.4375,4.0,1.75,5.25,1.6875,1.5,3.75,2.75,5.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3125,3.75,2.0,5.0,1.8,1.5,3.75,3.0,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,4.4375,4.0,1.75,5.0,1.6875,1.5,4.0,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.375,3.75,2.0,4.75,1.75,1.5,4.0,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.4375,4.0,1.75,5.25,1.6875,1.5,3.75,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3125,3.75,2.0,5.0,1.8,1.5,3.75,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,4.3125,3.75,2.75,4.0,2.5625,2.5,3.25,3.5,3.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.25,4.0,3.0,3.75,2.625,2.5,3.25,3.75,3.5
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.3125,4.0,2.75,4.25,2.5625,2.5,3.0,3.5,3.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.1875,4.0,3.0,4.0,2.625,2.5,3.0,3.75,3.5
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,4.63,4.25,1.75,4.5,2.5,2.5,2.5,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5625,4.0,2.0,4.25,2.5625,2.5,2.5,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.625,4.0,1.75,4.75,2.5,2.25,2.25,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.5,4.0,2.0,4.5,2.5625,2.25,2.25,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,4.4375,3.75,1.5,4.75,1.875,1.5,2.25,2.5,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.375,3.5,1.75,4.5,1.9375,1.5,2.25,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.4375,3.5,1.5,5.0,1.875,1.75,2.0,2.5,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3125,3.5,1.75,4.75,1.9375,1.75,2.0,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Metal,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.0,1.25,5.0,1.9,1.5,2.75,2.5,5.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,4.0,1.5,4.75,1.9375,1.75,2.75,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.25,1.25,5.25,1.875,1.5,2.5,2.5,5.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,4.0,1.5,5.0,1.9375,1.75,2.5,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.0,1.25,5.0,1.9,1.5,2.75,2.5,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,4.0,1.5,4.75,1.9375,1.75,2.75,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.25,1.25,5.25,1.875,1.5,2.5,2.5,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,4.0,1.5,5.0,1.9375,1.75,2.5,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,4.38,4.25,2.5,4.0,2.3125,2.0,3.0,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.3125,4.0,2.75,3.75,2.38,2.25,3.0,3.5,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.375,4.0,2.5,4.25,2.3125,2.0,2.75,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3,4.0,2.75,4.0,2.375,2.25,2.75,3.5,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.0,2.0,4.75,1.9375,1.75,3.75,2.75,5.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,3.75,2.25,4.5,2.00,1.75,3.75,3.0,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.0,2.0,5.0,1.9375,1.75,3.5,2.75,5.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,3.75,2.25,4.75,2,1.75,3.5,3.0,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Sponge,Super Glider = Waddle Wing = Hylian Kite,4.375,4.0,2.25,4.25,2.0625,1.75,3.75,3.25,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.3125,4.0,2.5,4.0,2.125,1.75,3.75,3.5,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.38,3.75,2.25,4.5,2.0625,2.0,3.5,3.25,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.25,3.75,2.5,4.25,2.1,2.0,3.5,3.5,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Cushion,Super Glider = Waddle Wing = Hylian Kite,4.375,4.0,2.25,4.25,2.0625,1.75,3.75,3.25,5.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.3125,4.0,2.5,4.0,2.125,1.75,3.75,3.5,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.38,3.75,2.25,4.5,2.0625,2.0,3.5,3.25,5.25
Waluigi = Donkey Kong = Roy = Wiggler,Badwagon = GLA,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.25,3.75,2.5,4.25,2.1,2.0,3.5,3.5,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.25,2.25,4.5,2.3125,2.25,3.5,3.0,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,4.25,2.5,4.25,2.375,2.25,3.5,3.25,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.25,2.25,4.75,2.3125,2.25,3.25,3.0,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,4.25,2.5,4.5,2.375,2.25,3.25,3.25,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.25,2.25,4.5,2.3125,2.25,3.5,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,4.25,2.5,4.25,2.375,2.25,3.5,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.25,2.25,4.75,2.3125,2.25,3.25,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,4.25,2.5,4.5,2.375,2.25,3.25,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,4.4375,4.0,1.75,5.0,1.6875,1.5,4.0,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.375,3.75,2.0,4.75,1.75,1.5,4.0,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.4375,4.0,1.75,5.25,1.6875,1.5,3.75,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3125,3.75,2.0,5.0,1.8,1.5,3.75,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,4.4375,4.0,1.75,5.0,1.6875,1.5,4.0,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.375,3.75,2.0,4.75,1.75,1.5,4.0,3.0,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.4375,4.0,1.75,5.25,1.6875,1.5,3.75,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3125,3.75,2.0,5.0,1.8,1.5,3.75,3.0,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,4.3125,3.75,2.75,4.0,2.5625,2.5,3.25,3.5,3.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.25,4.0,3.0,3.75,2.625,2.5,3.25,3.75,3.25
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.3125,4.0,2.75,4.25,2.5625,2.5,3.0,3.5,3.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.1875,4.0,3.0,4.0,2.625,2.5,3.0,3.75,3.25
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,4.63,4.25,1.75,4.5,2.5,2.5,2.5,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5625,4.0,2.0,4.25,2.5625,2.5,2.5,3.0,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.625,4.0,1.75,4.75,2.5,2.25,2.25,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.5,4.0,2.0,4.5,2.5625,2.25,2.25,3.0,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,4.4375,3.75,1.5,4.75,1.875,1.5,2.25,2.5,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.375,3.5,1.75,4.5,1.9375,1.5,2.25,2.75,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.4375,3.5,1.5,5.0,1.875,1.75,2.0,2.5,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3125,3.5,1.75,4.75,1.9375,1.75,2.0,2.75,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Metal,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.0,1.25,5.0,1.9,1.5,2.75,2.5,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,4.0,1.5,4.75,1.9375,1.75,2.75,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.25,1.25,5.25,1.875,1.5,2.5,2.5,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,4.0,1.5,5.0,1.9375,1.75,2.5,2.75,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.0,1.25,5.0,1.9,1.5,2.75,2.5,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,4.0,1.5,4.75,1.9375,1.75,2.75,2.75,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.25,1.25,5.25,1.875,1.5,2.5,2.5,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,4.0,1.5,5.0,1.9375,1.75,2.5,2.75,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,4.38,4.25,2.5,4.0,2.3125,2.0,3.0,3.25,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.3125,4.0,2.75,3.75,2.38,2.25,3.0,3.5,4.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.375,4.0,2.5,4.25,2.3125,2.0,2.75,3.25,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.3,4.0,2.75,4.0,2.375,2.25,2.75,3.5,4.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.0,2.0,4.75,1.9375,1.75,3.75,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,3.75,2.25,4.5,2.00,1.75,3.75,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.0,2.0,5.0,1.9375,1.75,3.5,2.75,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,3.75,2.25,4.75,2,1.75,3.5,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Sponge,Super Glider = Waddle Wing = Hylian Kite,4.375,4.0,2.25,4.25,2.0625,1.75,3.75,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.3125,4.0,2.5,4.0,2.125,1.75,3.75,3.5,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.38,3.75,2.25,4.5,2.0625,2.0,3.5,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.25,3.75,2.5,4.25,2.1,2.0,3.5,3.5,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Cushion,Super Glider = Waddle Wing = Hylian Kite,4.375,4.0,2.25,4.25,2.0625,1.75,3.75,3.25,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.3125,4.0,2.5,4.0,2.125,1.75,3.75,3.5,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.38,3.75,2.25,4.5,2.0625,2.0,3.5,3.25,5.0
Waluigi = Donkey Kong = Roy = Wiggler,Standard ATV,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.25,3.75,2.5,4.25,2.1,2.0,3.5,3.5,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,4.6875,4.25,2.75,3.75,2.875,2.75,2.75,3.25,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.625,4.5,3.0,3.5,2.9375,2.75,2.75,3.5,4.0
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.6875,4.5,2.75,4.0,2.9,2.5,2.5,3.25,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.5625,4.5,3.0,3.75,2.9375,2.5,2.5,3.5,4.0
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,4.6875,4.25,2.75,3.75,2.875,2.75,2.75,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.625,4.5,3.0,3.5,2.9375,2.75,2.75,3.5,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.6875,4.5,2.75,4.0,2.9,2.5,2.5,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.5625,4.5,3.0,3.75,2.9375,2.5,2.5,3.5,4.25
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.25,2.25,4.25,2.25,2.0,3.25,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.5,4.25,2.5,4.0,2.3125,2.0,3.25,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.5625,4.25,2.25,4.5,2.25,1.75,3.0,3.0,4.75
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4.4375,4.25,2.5,4.25,2.3125,1.75,3.0,3.25,4.5
Waluigi = Donkey Kong = Roy = Wiggler,Prancer,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,4.5625,4.25,2.25,4.25,2.25,2.0,3.25,3.0,4.5
